국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한,원본파일
프레쥬 프로 모이스처 버블 클렌저,Fraijour Pro Moisture Bubble Cleanser,EVCO-1233,2024.05.21,FJCL001,무색 투명 액상,200 g,이인아,"내용물을 2~3회 펌핑하여 얼굴 전체를 부드럽게 마사지한 후, 미온수로 깨끗하게 씻어냅니다.",-,none,200 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1233_(FJCL001)-프레쥬 프로 모이스처 버블 클렌저.xls
세라클리닉 더마이드 4.0 앰플 샴푸 프로테인 퀀치,CERACLINIC DERMAID 4.0 Ampoule Shampoo Protein Quench,EVCO-1234,2024.06.04,CCSP004,보라색 투명 점액상,500 ml,이인아,미온수로 모발 및 두피를 충분히 적신 후 적당량을 손에 덜어 모발과 두피에 골고루 도포한 후 미온수로 깨끗이 헹구어 줍니다.,"벤질살리실레이트, 리날룰, 헥실신남알, 리모넨","Benzyl Salicylate, Linalool, Hexyl Cinnamal, Limonene",500 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1234_(CCSP004)-세라클리닉 더마이드 4.0 앰플 샴푸 프로테인 퀀치.xls
바스파 바디 톤 업 크림 미네랄 케어,Bathpa BODY TONE UP CREAM Mineral Care,EVCO-1235,2024.06.05,BTCR003,연보라색 크림,150 ml,이인아,적당량을 덜어 미백 및 보습이 필요한 부위에 피부 결을 따라 골고루 펴 발라줍니다.,"알파-아이소메틸아이오논, 쿠마린, 리모넨, 제라니올, 리날룰","Alpha-Isomethyl Ionone, Coumarin, Limonene, Geraniol, Linalool",150 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1235_(BTCR003)-바스파 바디 톤 업 크림 미네랄 케어 [기능성].xls
프레쥬 어성초 포어 멜팅 클렌징 오일,Fraijour Heartleaf Pore Melting Cleansing Oil,EVCO-1236,2024.06.10,FJCO002,연한 녹색 투명 오일,210 ml,이인아,"물기 없는 손에 오일을 적당량 덜어 얼굴 전체를 마사지하듯이 부드럽게 롤링한 후 물을 묻혀 30초 정도 한 번 더 마사지한 후, 미온수로 깨끗하게 씻어냅니다.","리모넨, 리날룰","Limonene, Linalool",210 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1236_(FJCO002)-프레쥬 어성초 포어 멜팅 클렌징 오일.xls
세라클리닉 더마이드 4.0 앰플 트리트먼트 프로테인 퀀치,CERACLINIC DERMAID 4.0 Ampoule Treatment Protein Quench,EVCO-1237,2024.06.19,CCATR01,백색 액상,200 ml,이인아,"사용 전 제품을 가볍게 흔들어 준 후, 타월 드라이한 젖은 모발 또는 마른 모발 상태에서 손상 모발 위주로 분사한 뒤 드라이해 줍니다.","벤질살리실레이트, 리날룰, 헥실신남알, 리모넨","Benzyl Salicylate, Linalool, Hexyl Cinnamal, Limonene",200 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1237_(CCATR01)-세라클리닉 더마이드 4.0 앰플 트리트먼트 프로테인 퀀치.xls
세라클리닉 더마이드 4.0 볼륨 픽서 프로테인 퀀치,CERACLINIC DERMAID 4.0 Volume Fixer Protein Quench,EVCO-1238,2024.06.26,CCVF000,무색 투명 액상,200 ml,이인아,"사용 전 제품을 흔들어 준 후, 볼륨 고정이 필요한 부분에서 약 20cm 정도 간격을 두고 분사한 후 손이나 빗으로 빗어 스타일링 해줍니다.","벤질살리실레이트, 리날룰, 시트로넬올, 헥실신남알, 리모넨","Benzyl Salicylate, Linalool, Citronellol, Hexyl Cinnamal, Limonene",200 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1238_(CCVF000)-세라클리닉 더마이드 4.0 볼륨 픽서 프로테인 퀀치.xls
"미미로린스 모먼트 래디언스 핸드솝 에테리얼 그레이스
미미로린스 모먼트 래디언스 핸드솝 아주르 프로스티
미미로린스 모먼트 래디언스 핸드솝 애프터 레인","MIMI LAURYNES Moment Radiance Hand Soap Ethereal Grace
MIMI LAURYNES Moment Radiance Hand Soap Azure Frosty
MIMI LAURYNES Moment Radiance Hand Soap After Rain",EVCO-1239,2024.07.05,"MLHD001
MLHD002
MLHD003","분홍색 점액상, 하늘색 점액상, 녹색 점액상",300 ml,이인아,"손에 적당량을 펌핑하여 거품을 낸 뒤, 미온수로 깨끗하게 씻어내 줍니다.",,,300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1239_(MLHD001~003)-미미로린스 모먼트 래디언스 핸드솝 3종.xls
샤샤 아르간 오일 어성초 캡슐 스크럽 샴푸,CHAR CHAR Argan Oil Heartleaf Capsule Scrub Shampoo,EVCO-1240,2024.07.10,AOSP003,알갱이가 있는 녹색 점액상,1000 ml,이인아,젖은 모발에 적당량을 덜어 모발과 두피에 부드럽게 마사지하듯 거품을 충분히 낸 후 미온수로 깨끗이 헹구어 줍니다.,"헥실신남알, 하이드록시시트로넬알, 리모넨, 리날룰","Hexyl Cinnamal, Hydroxycitronellal, Limonene, Linalool",1000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1240_(AOSP003)-샤샤 아르간 오일 어성초 캡슐 스크럽 샴푸.xls
프레쥬 프로 모이스처 세라토 에어리 크림,Fraijour Pro Moisture Cerato Airy Cream,EVCO-1241,2024.07.12,FJCR009,백색 크림,50 ml / 10 ml,이인아,적당량을 덜어 피부결을 따라 부드럽게 펴 발라줍니다.,헥실신남알,Hexyl Cinnamal,50 ml / 10 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1241_(FJCR009)-프레쥬 프로 모이스처 세라토 에어리 크림.xls
프레쥬 프로 모이스처 세라토 에어리 크림,Fraijour Pro Moisture Cerato Airy Cream,EVCO-1241,2024.07.12,FJCRM09,백색 크림,50 ml / 10 ml,이인아,적당량을 덜어 피부결을 따라 부드럽게 펴 발라줍니다.,헥실신남알,Hexyl Cinnamal,50 ml / 10 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1241_(FJCR009)-프레쥬 프로 모이스처 세라토 에어리 크림.xls
세라클리닉 더마이드 4.0 안티헤어로스 루트 토닉 그린 클렌즈,CERACLINIC Dermaid 4.0 Anti-Hair Loss Root Tonic Green cleanse,EVCO-1242,2024.07.12,CCRT001,투명한 액상,110 ml,이인아,"사용 전 제품을 충분히 흔들어 준 뒤, 두피에 적당량을 골고루 분사해 줍니다. 그 다음 손끝을 이용하여 충분히 흡수되도록 마사지해 줍니다.",,,110 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1242_(CCRT001)-세라클리닉 더마이드 4.0 안티헤어로스 루트 토닉 그린 클렌즈.xls
페디슨 인스티튜트-보떼 자몽 핑크 밸런싱 바디워시,PEDISON Institut-Beaute Grapefruit Pink Balancing Body Wash,EVCO-1143,2024.07.23,PDBC004,분홍색 점액상,2000 ml,이인아,전신에 마사지하듯 문지른 뒤 미온수로 깨끗이 씻어냅니다.,"리모넨, 리날룰","Limonene, Linalool",2000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1243_(PDBC004)-페디슨 인스티튜트-보떼 자몽 핑크 밸런싱 바디워시.xls
수에노라 여성청결제,Suenola Feminine Cleanser,EVCO-1244,2024.08.07,SNIR002,황색 투명 점액상,300 ml,이인아,적당량을 손에 돌어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,"리모넨, 리날룰","Limonene, Linalool",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1244_(SNIR002)-수에노라 여성청결제.xls
프레쥬 프로 모이스처 B-5 히알루 앰플,Fraijour Pro Moisture B5-Hyalu Ampoule,EVCO-1245,2024.09.24,FJAP003,무색 투명 점액상,50 ml,이인아,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",없음,none,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1245_(FJAP003)-프레쥬 프로 모이스처 B-5 히알루 앰플 [기능성].xls
프레쥬 유주 허니 올리고 써지 앰플,Fraijour Yuzu Honey Oligo Surge Ampoule,EVCO-1246,2024.09.24,FJAP004,적색 투명 액상,50 ml,이인아,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.","벤질벤조에이트, 벤질살리실레이트, 시트로넬올, 제라니올, 헥실신남알, 리날룰, 알파-아이소메틸아이오논","Benzyl Benzoate, Benzyl Salicylate, Citronellol, Geraniol, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone",50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1246_(FJAP004)-프레쥬 유주 허니 올리고 써지 앰플 [기능성].xls
프레쥬 어성초 블레미쉬 리뉴 앰플,Fraijour Heartleaf Blemish Renew Ampoule,EVCO-1247,2024.09.24,FJAP005,연한 녹색 투명 액상,50 ml,이인아,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",없음,none,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1247_(FJAP005)-프레쥬 어성초 블레미쉬 리뉴 앰플.xls
샤샤 세라 데오 바디로션,CHAR CHAR Cera Deo Body Lotion,EVCO-1248,2024.09.30,AOBL005,백색 로션상,1500 ml,이인아,샤워 후 물기를 제거하고 적당량을 덜어 전신에 마사지하듯 부드럽게 펴 발라 줍니다. 건조할 때마다 수시로 바르면 더욱 효과적입니다.,"알파-아이소메틸아이오논, 벤질살리실레이트, 시트로넬올, 리모넨, 헥실신남알, 리날룰","Alpha-Isomethyl Ionone, Benzyl Salicylate, Citronellol, Limonene, Hexyl Cinnamal, Linalool",1500 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1248_(AOBL005)-샤샤 세라 데오 바디로션.xls
샤샤 녹두 시카 클렌징 폼,CHAR CHAR Mung Bean Cica Cleansing Foam,EVCO-1249,2024.10.02,AOFC001,연한 녹색 크림상,220 ml,이인아,세안 시 적당량을 손에 덜어 충분히 거품을 낸 뒤 얼굴을 마사지하듯 문지르고 미온수로 깨끗하게 씻어냅니다.,"리모넨, 리날룰, 헥실신남알","Limonene, Linalool, Hexyl Cinnamal",220 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1249_(AOFC001)-샤샤 녹두 시카 클렌징 폼.xls
키스바이 로즈마인 스텔라리 바디워시-센슈얼리티,Kiss by Rosemine Stellary Body Wash-Sensuality,EVCO-1250,2024.10.10,KBBC001,분홍색의 펄 점액상,300 ml,이인아,적당량을 손이나 스펀지에 덜어 거품을 내어 전신에 바르고 충분히 씻어낸 후 물로 깨끗이 헹구어 주세요.,"벤질살리실레이트, 리모넨","Benzyl Salicylate, Limonene",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1250_(KBBC001)-키스바이 로즈마인 스텔라리 바디워시-센슈얼리티.xls
키스바이 로즈마인 스텔라리 바디워시-호프,Kiss by Rosemine Stellary Body Wash-Hope,EVCO-1251,2024.10.10,KBBC002,하늘색의 펄 점액상,300 ml,이인아,적당량을 손이나 스펀지에 덜어 거품을 내어 전신에 바르고 충분히 씻어낸 후 물로 깨끗이 헹구어 주세요.,"리모넨, 리날룰","Limonene, Linalool",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1251_(KBBC002)-키스바이 로즈마인 스텔라리 바디워시-호프.xls
키스바이 로즈마인 스텔라리 바디워시-블리스,Kiss by Rosemine Stellary Body Wash-Bliss,EVCO-1252,2024.10.10,KBBC003,연보라색의 펄 점액상,300 ml,이인아,적당량을 손이나 스펀지에 덜어 거품을 내어 전신에 바르고 충분히 씻어낸 후 물로 깨끗이 헹구어 주세요.,"벤질벤조에이트, 벤질살리실레이트, 시트로넬올, 리날룰","Benzyl Benzoate, Benzyl Salicylate, Citronellol, Linalool",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1252_(KBBC003)-키스바이 로즈마인 스텔라리 바디워시-블리스.xls
키스바이 로즈마인 스텔라리 바디워시-스너그,Kiss by Rosemine Stellary Body Wash-Snug,EVCO-1253,2024.10.10,KBBC004,연한 황색의 펄 점액상,300 ml,이인아,적당량을 손이나 스펀지에 덜어 거품을 내어 전신에 바르고 충분히 씻어낸 후 물로 깨끗이 헹구어 주세요.,"아밀신남알, 벤질살리실레이트, 리모넨, 헥실신남알","Amyl Cinnamal, Benzyl Salicylate, Limonene, Hexyl Cinnamal",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1253_(KBBC004)-키스바이 로즈마인 스텔라리 바디워시-스너그.xls
까마 옴므 아쿠아 바이오 모이스처라이저,Kama Homme Aqua Bio Moisturizer,EVCO-1254,2024.10.17,KSAM001,백색 로션상,150 ml / 30 ml,이인아,"토너 사용 후, 내용물을 적당량 덜어 얼굴 전체에 골고루 펴 발라 흡수시켜 줍니다.",리모넨,Limonene,150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1254_(KSAM001,KSAMM01)-까마 옴므 아쿠아 바이오 모이스처라이저[기능성].xls"
까마 옴므 아쿠아 바이오 모이스처라이저,Kama Homme Aqua Bio Moisturizer,EVCO-1254,2024.10.17,KSAMM01,백색 로션상,150 ml / 30 ml,이인아,"토너 사용 후, 내용물을 적당량 덜어 얼굴 전체에 골고루 펴 발라 흡수시켜 줍니다.",리모넨,Limonene,150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1254_(KSAM001,KSAMM01)-까마 옴므 아쿠아 바이오 모이스처라이저[기능성].xls"
까마 옴므 아쿠아 바이오 토너,Kama Homme Aqua Bio Toner,EVCO-1255,2024.10.17,KSAT001,무색 투명 액상,150 ml / 30 ml,이인아,"세안이나 면도 후, 내용물을 적당량 덜어 피부결에 따라 두드리듯 펴 발라 흡수시켜 줍니다.","리모넨, 리날룰","Limonene, Linalool",150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1255_(KSAT001,KSATM01)-까마 옴므 아쿠아 바이오 토너[기능성].xls"
까마 옴므 아쿠아 바이오 토너,Kama Homme Aqua Bio Toner,EVCO-1255,2024.10.17,KSAMT01,무색 투명 액상,150 ml / 30 ml,이인아,"세안이나 면도 후, 내용물을 적당량 덜어 피부결에 따라 두드리듯 펴 발라 흡수시켜 줍니다.","리모넨, 리날룰","Limonene, Linalool",150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1255_(KSAT001,KSATM01)-까마 옴므 아쿠아 바이오 토너[기능성].xls"
데일리바이 제라늄 딥 클렌징 오일,Daily By Geranium Deep Cleansing Oil,EVCO-1256,2024.11.27,DBCO001,황색 투명 오일,200 ml / 30 ml,이인아,적당량을 덜어 마른 얼굴 전체에 부드럽게 마사지한 후 미온수를 더해 30초 정도 다시 마사지하여 깨끗이 세안해줍니다.,"시트랄, 시트로넬올, 리모넨, 제라니올, 리날룰","Citral, Citronellol, Limonene, Graniol, Linalool",200 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1256_(DBCO001,DBCOM01)-데일리바이 제라늄 딥 클렌징 오일.xls"
데일리바이 제라늄 딥 클렌징 오일,Daily By Geranium Deep Cleansing Oil,EVCO-1256,2024.11.27,DBCOM01,황색 투명 오일,200 ml / 30 ml,이인아,적당량을 덜어 마른 얼굴 전체에 부드럽게 마사지한 후 미온수를 더해 30초 정도 다시 마사지하여 깨끗이 세안해줍니다.,"시트랄, 시트로넬올, 리모넨, 제라니올, 리날룰","Citral, Citronellol, Limonene, Graniol, Linalool",200 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,"제품표준서_EVCO1256_(DBCO001,DBCOM01)-데일리바이 제라늄 딥 클렌징 오일.xls"
밀크샴바드 패밀리 바디클렌저 환시후로랄향(2호),Milk schaumbad family Body Cleanser Fancy Floral (2#),EVCO-1257,2024.12.04,SBMPR02,연주황색 불투명 펄 점액상,1000 ml,이인아,"적당량을 물에 적신 스폰지나 타올에 덜어 충분히 거품을 낸 후 전신에 골고루 마사지하듯 문지른 다음, 맑은 물로 충분히 헹구어 냅니다.","아밀신남알, 하이드록시시트로넬알, 리날룰, 시트로넬올, 헥실신남알","Amyl Cinnamal, Hydroxycitronellal, Linalool, Citronellol, Hexyl Cinnamal",1000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1257_(SBMPR02)-밀크샴바드 패밀리 바디클렌저 환시후로랄향(2호)_1000ml.xls
밀크샴바드 패밀리 바디클렌저 스파그린향(3호),Milk schaumbad family Body Cleanser Spa Green (3#),EVCO-1258,2024.12.06,SBMPR03,연녹색의 불투명 펄액상,1000 ml,이인아,"적당량을 물에 적신 스폰지나 타올에 덜어 충분히 거품을 낸 후 전신에 골고루 마사지하듯 문지른 다음, 맑은 물로 충분히 헹구어 냅니다.","벤질살리실레이트, 리날룰, 헥실신남알","Benzyl Salicylate, Linalool, Hexyl Cinnamal",1000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1258_(SBMPR03)-밀크샴바드 패밀리 바디클렌저 스파그린향(3호)_1000ml.xls
밀크샴바드 패밀리 바디클렌저 플로리엔탈향(5호),Milk schaumbad family Body Cleanser Floriental (5#),EVCO-1259,2024.12.06,SBMPR05,연보라색 불투명 펄점액상,1000 ml,이인아,"적당량을 물에 적신 스폰지나 타올에 덜어 충분히 거품을 낸 후 전신에 골고루 마사지하듯 문지른 다음, 맑은 물로 충분히 헹구어 냅니다.","벤질살리실레이트, 제라니올, 리날룰, 리모넨, 알파-아이소메틸아이오논","Benzyl Salicylate, Geraniol, Linalool, Limonene, Alpha-Isomethyl Ionone",1000 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1259_(SBMPR05)-밀크샴바드 패밀리 바디클렌저 플로리엔탈향(5호)_1000ml.xls
