국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한_x,원본파일,순번,등록일,excel_관리번호,excel_제품명국문,excel_제품명영문,"표시
용량","충진
용량
()",비중,pH기준,"점,경도기준","권장사용
나이",원료목록보고,"표준화
명칭적용",책임판매업적용,알러지물질표기,사용기한_y,재활용등급표시,문안표기대상부자재,기능성,라벨부착위치,버진라벨,대박스,입수량,비고,data_source,관리번호_일치,제품명_일치
"바스파 오스트레일리안 솔트 바디 스크럽 - 컴포트 라벤더
바스파 오스트레일리안 솔트 바디 스크럽 - 블랙베리
바스파 오스트레일리안 솔트 바디 스크럽 - 그린티","Bathpa Australian SALT BODY SCRUB Comfort Lavender
Bathpa Australian SALT BODY SCRUB Black Berry
Bathpa Australian SALT BODY SCRUB Green Tea",EVCO-1169,2022.12.14,BTSS003,알갱이가 있는 갈색 점액상,250 ml,이인아,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,"알파-아이소메틸아이오논, 리모넨, 리날룰, 부틸페닐메틸프로피오날","Alpha-Isomethyl Ionone, Limonene, Linalool, Butylphenyl Methylpropional",250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1169_(BTSS001~003)-바스파 오스트레일리안 솔트 바디 스크럽 3종.xls,,,EVCO-1169,바스파 오스트레일리안 솔트 바디 스크럽 - 그린티,Bathpa Australian SALT BODY SCRUB Green Tea,250ml,257,1.030,6.20 ± 1.00,"5,600 ± 1,500",,,,,,3년,보통,튜브,,,,,,,both,True,False
보르도 드래곤 풋 스틱,BORDO DRAGON FOOT STICK,EVCO-1170,2022.12.09,BDFS004,흰색 고형상,18g,이인아,발을 깨끗하게 씻어준 후 건조시킨 다음 스틱을 돌려 내용물이 나오게 한 뒤 각질이나 보습이 필요한 부위에 부드럽게 롤링하여 흡수시켜 줍니다.,,,18g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1170_(BDFS004)-보르도 드래곤 풋 스틱.xls,1081,22.12.09,EVCO-1170,보르도 드래곤 풋 스틱,BORDO DRAGON FOOT STICK,18g,,,,,,0,0,0,0,2년,우수,용기인쇄,,,,,,㈜씨엔티드림,both,True,True
"로에랑스 퍼퓸 미스트 - 듀
로에랑스 퍼퓸 미스트 - 레인
로에랑스 퍼퓸 미스트 - 나이브","ROERANCE PERFUM MIST DEW
ROERANCE PERFUM MIST RAIN
ROERANCE PERFUM MIST NAIVE",EVCO-1171,2022.12.21,RRPM001,무색 투명 액상,100 ml,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls,1082,22.12.14,EVCO-1171,로에랑스 퍼퓸 미스트 - 듀,ROERANCE PERFUM MIST DEW,100ml,90,0.894,6.50 ± 1.00,none,,,0,0,0,3년,어려움,용기인쇄,,,,,,,both,True,False
"로에랑스 퍼퓸 미스트 - 듀
로에랑스 퍼퓸 미스트 - 레인
로에랑스 퍼퓸 미스트 - 나이브","ROERANCE PERFUM MIST DEW
ROERANCE PERFUM MIST RAIN
ROERANCE PERFUM MIST NAIVE",EVCO-1171,2022.12.21,RRPM002,무색 투명 액상,100 ml,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls,,22.12.14,EVCO-1171,로에랑스 퍼퓸 미스트 - 레인,ROERANCE PERFUM MIST RAIN,100ml,90,0.894,6.50 ± 1.00,none,,,0,0,0,3년,어려움,용기인쇄,,,,,,,both,True,False
"로에랑스 퍼퓸 미스트 - 듀
로에랑스 퍼퓸 미스트 - 레인
로에랑스 퍼퓸 미스트 - 나이브","ROERANCE PERFUM MIST DEW
ROERANCE PERFUM MIST RAIN
ROERANCE PERFUM MIST NAIVE",EVCO-1171,2022.12.21,RRPM003,무색 투명 액상,100 ml,이인아,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 밑 부위에 사용합니다.","벤질알코올, 리모넨, 제라니올, 리날룰","Benzyl Alcohol, Limonene, Geraniol, Linalool",100 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1171_(RRPM001~003)-로에랑스 퍼퓸 미스트 100ml 3종.xls,,22.12.14,EVCO-1171,로에랑스 퍼퓸 미스트 - 나이브,ROERANCE PERFUM MIST NAIVE,100ml,90,0.894,6.50 ± 1.00,none,,,0,0,0,3년,어려움,용기인쇄,,,,,,,both,True,False
샤샤 아로마틱 시어버터 핸드크림 앰버바닐라,CHAR CHAR AROMATIC Shea Butter Hand Cream Amber Vanilla,EVCO-1172,2023.01.25,CHHC004,연한 황색 크림상,60 ml,이인아,"손을 씻은 후, 건조함이 느껴질 때마다 적당량을 덜어 부드럽게 롤링하면서 흡수시켜줍니다.",벤질벤조에이트,Benzyl Benzoate,60 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1172_(CHHC004)-샤샤 아로마틱 시어버터 핸드크림 앰버바닐라.xls,1083,23.01.25,EVCO-1172,샤샤 아로마틱 시어버터 핸드크림 앰버바닐라,CHAR CHAR AROMATIC Shea Butter Hand Cream Amber Vanilla,60ml,60,0.977,6.50 ± 1.00,"33,000 ±10,000",,0,0,0,0,3년,보통,튜브/단상자,,,,,,비앤디 - 에바스 레몬에이드 핸드크림 리뉴얼,both,True,True
프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,EVCO-1173,2023.01.30,FJPD001,연한 황색 투명 액상,170 ml,이인아,세안 후 눈가를 제외한 얼굴 전체에 피부 결을 따라 부드럽게 닦아줍니다. TIP 수분 공급과 진정이 필요한 부위에 팩처럼 활용해 주세요.,"리모넨, 리날룰","Limonene, Linalool",170 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1173_(FJPD001)-프레쥬 자연약쑥 포어 패드.xls,1084,23.01.30,EVCO-1173,프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,170ml,172,1.012,4.20 ± 1.00,none,,0,0,0,0,3년,어려움,용기인쇄/단상자,,,,,,,both,True,True
프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,EVCO-1173,2023.01.30,FJPDR01,연한 황색 투명 액상,170 ml,이인아,세안 후 눈가를 제외한 얼굴 전체에 피부 결을 따라 부드럽게 닦아줍니다. TIP 수분 공급과 진정이 필요한 부위에 팩처럼 활용해 주세요.,"리모넨, 리날룰","Limonene, Linalool",170 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1173_(FJPD001)-프레쥬 자연약쑥 포어 패드.xls,,23.01.30,EVCO-1173,프레쥬 오리지날 허브 자연약쑥 포어 패드,Fraijour Original Herb Wormwood Pore Pad,170ml,172,1.012,4.20 ± 1.00,none,,0,0,0,0,3년,우수,파우치,,,,,,리필용,both,True,True
프레쥬 유주허니 캡슐 아이크림,Fraijour Yuzu Honey Capsule Eye Cream,EVCO-1174,2023.02.06,FJEC001,알갱이가 있는 옅은 황색 크림상,15 ml -> 20ml,이인아,"에센스 사용 후, 눈가 및 탄력케어가 필요한 부위에 적당량 도포해 부드럽게 펴 발라 흡수시켜 줍니다.",,,15 ml -> 20ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1174_(FJEC001)-프레쥬 유주허니 캡슐 아이크림.xls,1085,23.02.06,EVCO-1174,프레쥬 유주허니 캡슐 아이크림,Fraijour Yuzu Honey Capsule Eye Cream,20ml,20,0.996,6.10 ± 1.00,30 ± 15,,0,0,0,0,3년,보통,튜브/단상자,미백+주름,,,,,,both,True,True
프레쥬 바이옴 5-락토 트리트먼트 앰플,Fraijour Biome 5-Lacto Treatment Ampoule,EVCO-1175,2023.02.09,FJAP007,무색 투명 점액상,50 ml,이인아,"적당량을 덜어 얼굴 전체에 고르게 펴바른 뒤, 손바닥으로 가볍게 눌러 흡수시켜 줍니다.",-,,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1175_(FJAP007)-프레쥬 바이옴 5-락토 트리트먼트 앰플.xls,1086,23.02.09,EVCO-1175,프레쥬 바이옴 5-락토 트리트먼트 앰플,Fraijour Biome 5-Lacto Treatment Ampoule,50ml,51,1.017,5.50 ± 1.00,400 ± 150,,0,0,0,,3년,어려움,용기인쇄/단상자,,,,,,,both,True,True
프레쥬 바이옴 5-락토 밸런스 모이스처라이저,Fraijour Biome 5-Lacto Balance Moisturizer,EVCO-1176,2023.02.09,FJCR007,백색 크림상,50 ml,이인아,"아침과 저녁, 크림 사용 단계에서 적당량을 덜어 피부결을 따라 얼굴 전체에 부드럽게 펴 바릅니다.",-,,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1176_(FJCR007)-프레쥬 바이옴 5-락토 밸런스 모이스처라이저.xls,1087,23.02.09,EVCO-1176,프레쥬 바이옴 5-락토 밸런스 모이스처라이저,Fraijour Biome 5-Lacto Balance Moisturizer,50ml,51,0.991,6.30 ± 1.00,20 ± 10,,0,0,0,,3년,보통,튜브/단상자,,,,,,,both,True,True
프레쥬 바이옴 5-락토 밸런스 젤 클렌저,Fraijour Biome 5-Lacto Balance Gel Cleanser,EVCO-1177,2023.02.09,FJGC007,무색 반투명 점액상,210 ml,이인아,적당량을 덜어 물로 충분히 거품을 낸 후 얼굴을 마사지하듯 가볍게 문지르고 미온수로 깨끗이 헹구어 냅니다.,"리모넨, 리날룰","Limonene, Linalool",210 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1177_(FJGC007)-프레쥬 바이옴 5-락토 밸런스 젤 클렌저.xls,1088,23.02.09,EVCO-1177,프레쥬 바이옴 5-락토 밸런스 젤 클렌저,Fraijour Biome 5-Lacto Balance Gel Cleanser,210ml,218,1.038,6.00 ± 1.00,"12,000 ±5,000",,0,0,0,0,3년,어려움,용기인쇄/단상자,,,,,,,both,True,True
프레쥬 바이옴 5-락토 밸런스 토너,Fraijour Biome 5-Lacto Balance Toner,EVCO-1178,2023.02.09,FJSL007,무색 투명 액상,300 ml,이인아,"아침 저녁 세안 후, 내용물을 적당량 덜어 피부 결을 따라 부드럽게 도포 후 흡수시켜 줍니다.","리모넨, 리날룰","Limonene, Linalool",300 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1178_(FJSL007)-프레쥬 바이옴 5-락토 밸런스 토너.xls,1089,23.02.09,EVCO-1178,프레쥬 바이옴 5-락토 밸런스 토너,Fraijour Biome 5-Lacto Balance Toner,300ml,305,1.016,6.00 ± 1.00,none,,0,0,0,0,3년,어려움,용기인쇄/단상자,,,,,,,both,True,True
제이온 에이씨 더마 레메디알 세럼,J:ON AC DERMA REMEDIAL SERUM,EVCO-1179,2023.02.09,JOSR001,무색 투명 액상,50 ml,이인아,"토너 사용 후, 적당량을 덜어 부드럽게 펴 발라 줍니다.",-,,50 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1179_(JOSR001)-제이온 에이씨 더마 레메디알 세럼.xls,1090,23.02.09,EVCO-1179,제이온 에이씨 더마 레메디알 세럼,J:ON AC DERMA REMEDIAL SERUM,50ml,50,1.007,6.00 ± 1.00,none,,0,0,0,,3년,어려움,용기인쇄/단상자,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 클렌징 오일,J:ON AC EDRMA REMEDIAL CLEANSING OIL,EVCO-1180,2023.02.13,JOCO002,미황색 투명 오일상,150 ml / 55 ml,이인아,"물을 묻히지 않은 손에 적당량을 덜어 얼굴을 부드럽게 마사지하여 메이크업과 노폐물을 녹여낸 후, 미온수로 충분히 헹궈줍니다.",리모넨,Limonene,150 ml / 55 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1180_(JOCO002)-제이온 에이씨 더마 레메디알 클렌징 오일.xls,1091,23.02.13,EVCO-1180,제이온 에이씨 더마 레메디알 클렌징 오일,J:ON AC EDRMA REMEDIAL CLEANSING OIL,150ml,138,0.908,none,none,,0,0,0,0,2년,어려움,용기인쇄/단상자,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 클렌징 오일,J:ON AC EDRMA REMEDIAL CLEANSING OIL,EVCO-1180,2023.02.13,JOCOM02,미황색 투명 오일상,150 ml / 55 ml,이인아,"물을 묻히지 않은 손에 적당량을 덜어 얼굴을 부드럽게 마사지하여 메이크업과 노폐물을 녹여낸 후, 미온수로 충분히 헹궈줍니다.",리모넨,Limonene,150 ml / 55 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1180_(JOCO002)-제이온 에이씨 더마 레메디알 클렌징 오일.xls,,,EVCO-1180,제이온 에이씨 더마 레메디알 클렌징 오일 [미니],J:ON AC EDRMA REMEDIAL CLEANSING OIL,55ml,50,0.908,none,none,,0,0,0,0,2년,어려움,용기인쇄,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 토너,J:ON AC DERMA REMEDIAL TONER,EVCO-1181,2023.02.13,JOSL001,백색의 파우더를 포함한 무색 투명 액상,150 ml / 30 ml,이인아,사용 전 가볍게 흔든 후 적당량을 덜어 펴 바른 뒤 흡수시켜 줍니다.,"알파-아이소메틸아이오논, 리모넨","Alpha-Isomethyl Ionone, Limonene",150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1181_(JOSL001)-제이온 에이씨 더마 레메디알 토너.xls,1092,23.02.13,EVCO-1181,제이온 에이씨 더마 레메디알 토너,J:ON AC DERMA REMEDIAL TONER,150ml,151,1.000,7.50 ± 1.00,none,,0,0,0,0,3년,어려움,용기인쇄/단상자,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 토너,J:ON AC DERMA REMEDIAL TONER,EVCO-1181,2023.02.13,JOSLM01,백색의 파우더를 포함한 무색 투명 액상,150 ml / 30 ml,이인아,사용 전 가볍게 흔든 후 적당량을 덜어 펴 바른 뒤 흡수시켜 줍니다.,"알파-아이소메틸아이오논, 리모넨","Alpha-Isomethyl Ionone, Limonene",150 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1181_(JOSL001)-제이온 에이씨 더마 레메디알 토너.xls,,,EVCO-1181,제이온 에이씨 더마 레메디알 토너 [미니],J:ON AC DERMA REMEDIAL TONER,30ml,30,1.000,7.50 ± 1.00,none,,0,0,0,0,3년,어려움,용기인쇄,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 크림,J:ON AC DERMA REMEDIAL CREAM,EVCO-1182,2023.02.28,JOCR001,백색 크림상,50 ml / 10 ml,이인아,적당량을 취해 피부에 펴바릅니다.,"알파-아이소메틸아이오논, 리모넨","Alpha-Isomethyl Ionone, Limonene",50 ml / 10 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1182_(JOCR001)-제이온 에이씨 더마 레메디알 크림.xls,1093,23.02.28,EVCO-1182,제이온 에이씨 더마 레메디알 크림,J:ON AC DERMA REMEDIAL CREAM,50ml,50,0.995,5.00 ± 1.00,25 ± 15,,,,,,3년,어려움,용기인쇄/단상자,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 크림,J:ON AC DERMA REMEDIAL CREAM,EVCO-1182,2023.02.28,JOCRM01,백색 크림상,50 ml / 10 ml,이인아,적당량을 취해 피부에 펴바릅니다.,"알파-아이소메틸아이오논, 리모넨","Alpha-Isomethyl Ionone, Limonene",50 ml / 10 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1182_(JOCR001)-제이온 에이씨 더마 레메디알 크림.xls,,,EVCO-1182,제이온 에이씨 더마 레메디알 크림 [미니],J:ON AC DERMA REMEDIAL CREAM,10ml,10,0.995,5.00 ± 1.00,25 ± 15,,,,,,3년,보통,튜브,,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 클렌징폼,J:ON AC DERMA REMEDIAL CLEANSING FOAM,EVCO-1183,2023.02.28,JOFC005,백색 크림상,100 ml / 30 ml,이인아,세안 시 적당량을 손에 덜어 충분히 거품을 내어 얼굴에 마사지하듯 문지른 후 미온수로 깨끗하게 씻어냅니다.,없음,none,100 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1183_(JOFC005)-제이온 에이씨 더마 레메디알 클렌징폼.xls,1094,23.02.28,EVCO-1183,제이온 에이씨 더마 레메디알 클렌징폼,J:ON AC DERMA REMEDIAL CLEANSING FOAM,100ml,90,0.876,6.30 ± 1.00,60 ± 30,,0,0,0,,3년,우수,튜브/단상자,여드름,,,,,러시아 수출 전용/스티물,both,True,True
제이온 에이씨 더마 레메디알 클렌징폼,J:ON AC DERMA REMEDIAL CLEANSING FOAM,EVCO-1183,2023.02.28,JOFCM05,백색 크림상,100 ml / 30 ml,이인아,세안 시 적당량을 손에 덜어 충분히 거품을 내어 얼굴에 마사지하듯 문지른 후 미온수로 깨끗하게 씻어냅니다.,없음,none,100 ml / 30 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1183_(JOFC005)-제이온 에이씨 더마 레메디알 클렌징폼.xls,,,EVCO-1183,제이온 에이씨 더마 레메디알 클렌징폼 [미니],J:ON AC DERMA REMEDIAL CLEANSING FOAM,30ml,27,0.876,6.30 ± 1.00,60 ± 30,,0,0,0,,3년,우수,튜브,여드름,,,,,러시아 수출 전용/스티물,both,True,True
이즈리프 퓨어 페미닌 버블 클렌져 블루밍,isLeaf Pure Feminine Bubble Cleanser-Blooming,EVCO-1184,2023.02.15,ILWS007,무색 투명 액상,250 ml,이인아,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어냅니다.,리모넨,Limonene,250 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1184_(ILWS007)-이즈리프 퓨어 페미닌 버블 클렌져 블루밍.xls,1095,23.02.15,EVCO-1184,이즈리프 퓨어 페미닌 버블 클렌져 블루밍,isLeaf Pure Feminine Bubble Cleanser-Blooming,250ml,260,1.040,4.50 ± 1.0,none,,0,0,0,,3년,어려움,용기인쇄,,,,,,대만 수출 전용,both,True,True
샤샤 아르간오일 어성초 안티헤어로스 샴푸 뉴,CHAR CHAR Argan Oil Heartleaf Anti-Hair Loss Shampoo,EVCO-1185,2023.02.20,AOSPN01,불투명한 유백색 점액상,1500ml,이인아,모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지 하듯이 한 후 깨끗이 감아 냅니다.,,,1500ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1185_(AOSPN01)-샤샤 아르간오일 어성초 안티헤어로스 샴푸 뉴.xls,1096,23.02.20,EVCO-1185,샤샤 아르간오일 어성초 안티헤어로스 샴푸 뉴,CHAR CHAR Argan Oil Heartleaf Anti-Hair Loss Shampoo,1500ml,,1.02,6.00 ± 1.0,"22,500 ±7,500",,0,0,0,0,3년,어려움,용기인쇄,탈모,,,,,제조원 : 동방코스메틱,both,True,True
제이온 누드 스킨 미라클 씨씨크림,J:ON CC NUDE SKIN MIRACLE,EVCO-1187,2023.04.03,JOCR002,연한 녹색 크림상,50 g,이인아,적당량을 덜어 피부결을 따라 얼굴 전체에 부드럽게 펴 바릅니다.,없음,none,50 g,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1187_(JOCR002)-제이온 누드 스킨 미라클 씨씨크림.xls,1098,23.04.03,EVCO-1187,제이온 누드 스킨 미라클 씨씨크림,J:ON CC NUDE SKIN MIRACLE,50g,50,1.075,5.50 ± 1.00,15 ± 10,,0,0,0,없음,3년,우수,튜브/단상자,3중기능성,,,,,,both,True,True
샤샤 알로에베라 바디로션,CHAR CHAR Aloe Vera Body Lotion,EVCO-1189,2023.04.21,AOBL004,백색 로션상,1500 ml,이인아,피부 진정 및 보습이 필요한 부위에 적당량을 손에 덜어 부드럽게 마사지해줍니다.,"헥실신남알, 리날룰","Hexyl Cinnamal, Linalool",1500 ml,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1189_(AOBL004)-샤샤 알로에베라 바디로션.xls,1099,23.04.21,EVCO-1189,샤샤 알로에 베라 바디로션,CHAR CHAR Aloe Vera Body Lotion,1500ml,1470,0.984,7.00 ± 1.00,"28,000 ±8,000",,0,0,0,0,3년,어려움,라벨,,,,,,스킨나래,both,True,True
